合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,113704,22474,91230,85.04,70505,38102,32403,2026-05-29
159915,创业板ETF易方达,2015554,1109959,905595,126.78,1268442,559320,709122,2026-05-29
159919,沪深300ETF嘉实,188474,99894,88580,63.05,200115,122736,77379,2026-05-29
159922,中证500ETF嘉实,387689,141003,246686,59.31,292660,183708,108952,2026-05-29
